index,items
12431,"['sauces', 'tropical fruit']"
12432,"['whole milk', 'beef']"
12433,"['pot plants', 'domestic eggs']"
12434,"['detergent', 'cocoa drinks']"
12435,"['frankfurter', 'frankfurter', 'grapes', 'brown bread']"
12436,"['sausage', 'sausage', 'pastry', 'tropical fruit', 'whole milk', 'white wine', 'sweet spreads', 'whole milk']"
12437,"['bottled water', 'detergent']"
12438,"['chicken', 'misc. beverages']"
12439,"['butter milk', 'napkins']"
12440,"['ice cream', 'specialty chocolate']"
12441,"['pip fruit', 'brown bread', 'oil']"
12442,"['yogurt', 'beef']"
12443,"['chocolate', 'coffee']"
12444,"['tropical fruit', 'sweet spreads']"
12445,"['packaged fruit/vegetables', 'liquor', 'shopping bags']"
12446,"['soda', 'yogurt']"
12447,"['beef', 'whole milk']"
12448,"['pork', 'root vegetables', 'rolls/buns']"
12449,"['coffee', 'soda', 'frozen vegetables']"
12450,"['citrus fruit', 'jam']"
12451,"['beef', 'pork', 'salty snack', 'abrasive cleaner', 'pasta', 'shopping bags']"
12452,"['citrus fruit', 'beef', 'tropical fruit', 'curd']"
12453,"['tropical fruit', 'yogurt']"
12454,"['dishes', 'butter milk']"
12455,"['pastry', 'bottled water', 'candles']"
12456,"['tropical fruit', 'dessert']"
12457,"['mustard', 'fruit/vegetable juice']"
12458,"['misc. beverages', 'pork', 'domestic eggs', 'sparkling wine', 'whipped/sour cream', 'semi-finished bread']"
12459,"['beef', 'domestic eggs']"
12460,"['finished products', 'whole milk', 'baking powder']"
12461,"['yogurt', 'other vegetables', 'whipped/sour cream']"
12462,"['beef', 'whole milk']"
12463,"['sausage', 'sugar']"
12464,"['coffee', 'other vegetables']"
12465,"['coffee', 'margarine']"
12466,"['pork', 'processed cheese']"
12467,"['domestic eggs', 'bottled beer']"
12468,"['misc. beverages', 'soft cheese']"
12469,"['berries', 'fruit/vegetable juice']"
12470,"['frankfurter', 'citrus fruit', 'other vegetables', 'condensed milk']"
12471,"['bottled water', 'domestic eggs', 'pickled vegetables', 'margarine']"
12472,"['fruit/vegetable juice', 'candy', 'fruit/vegetable juice']"
12473,"['bottled beer', 'whole milk']"
12474,"['whole milk', 'canned beer']"
12475,"['pot plants', 'other vegetables']"
12476,"['tidbits', 'whole milk', 'frozen vegetables']"
12477,"['sausage', 'other vegetables', 'shopping bags', 'napkins']"
12478,"['citrus fruit', 'bottled water']"
12479,"['rolls/buns', 'margarine']"
12480,"['fruit/vegetable juice', 'pickled vegetables']"
12481,"['beef', 'soda']"
12482,"['sausage', 'rolls/buns', 'pot plants', 'snack products']"
12483,"['newspapers', 'brown bread']"
12484,"['beverages', 'prosecco']"
12485,"['whole milk', 'whipped/sour cream', 'newspapers']"
12486,"['root vegetables', 'chocolate']"
12487,"['tropical fruit', 'tropical fruit', 'napkins']"
12488,"['root vegetables', 'coffee', 'shopping bags', 'specialty bar']"
12489,"['sausage', 'cream cheese ']"
12490,"['frankfurter', 'onions']"
12491,"['semi-finished bread', 'salty snack', 'waffles', 'frozen dessert']"
12492,"['salty snack', 'pip fruit']"
12493,"['pip fruit', 'napkins']"
12494,"['tropical fruit', 'pudding powder']"
12495,"['dessert', 'rice']"
12496,"['ham', 'pickled vegetables']"
12497,"['whole milk', 'rolls/buns', 'other vegetables', 'white bread']"
12498,"['pip fruit', 'cream cheese ']"
12499,"['pip fruit', 'candy']"
12500,"['beverages', 'tropical fruit', 'ham', 'flour']"
12501,"['meat spreads', 'mayonnaise']"
12502,"['whole milk', 'domestic eggs']"
12503,"['berries', 'chocolate marshmallow']"
12504,"['pork', 'frozen fish']"
12505,"['other vegetables', 'skin care']"
12506,"['butter milk', 'candles', 'pot plants']"
12507,"['soda', 'whole milk']"
12508,"['bottled beer', 'chocolate']"
12509,"['soft cheese', 'berries']"
12510,"['other vegetables', 'chocolate marshmallow']"
12511,"['whipped/sour cream', 'coffee', 'shopping bags']"
12512,"['rolls/buns', 'other vegetables']"
12513,"['ham', 'whole milk']"
12514,"['pip fruit', 'whipped/sour cream']"
12515,"['whole milk', 'whole milk']"
12516,"['whole milk', 'rolls/buns']"
12517,"['other vegetables', 'whipped/sour cream']"
12518,"['frozen vegetables', 'brown bread', 'rolls/buns']"
12519,"['pastry', 'specialty cheese', 'soap', 'rolls/buns']"
12520,"['sausage', 'frozen meals', 'long life bakery product', 'soda']"
12521,"['citrus fruit', 'specialty bar', 'domestic eggs']"
12522,"['softener', 'margarine']"
12523,"['citrus fruit', 'shopping bags']"
12524,"['beef', 'roll products ']"
12525,"['rolls/buns', 'pip fruit']"
12526,"['pork', 'root vegetables']"
12527,"['citrus fruit', 'margarine']"
12528,"['rolls/buns', 'whipped/sour cream']"
12529,"['citrus fruit', 'whole milk']"
12530,"['salty snack', 'white bread']"
12531,"['beverages', 'tropical fruit', 'rolls/buns', 'curd cheese']"
12532,"['beverages', 'beverages']"
12533,"['cream cheese ', 'pickled vegetables']"
12534,"['citrus fruit', 'citrus fruit']"
12535,"['soda', 'brown bread']"
12536,"['rolls/buns', 'hamburger meat']"
12537,"['cooking chocolate', 'red/blush wine', 'cleaner']"
12538,"['bottled beer', 'whole milk', 'tropical fruit', 'whole milk', 'house keeping products']"
12539,"['other vegetables', 'prosecco', 'pot plants']"
12540,"['waffles', 'rolls/buns']"
12541,"['frankfurter', 'sausage', 'yogurt', 'soda', 'coffee']"
12542,"['pork', 'frozen meals', 'margarine', 'dessert']"
12543,"['sausage', 'dog food']"
12544,"['chocolate', 'other vegetables']"
12545,"['rolls/buns', 'root vegetables']"
12546,"['ham', 'canned vegetables']"
12547,"['tropical fruit', 'coffee']"
12548,"['fish', 'chicken', 'chicken', 'UHT-milk', 'other vegetables', 'cream cheese ', 'hard cheese']"
12549,"['bottled beer', 'hamburger meat']"
12550,"['bottled beer', 'newspapers']"
12551,"['beverages', 'oil']"
12552,"['soda', 'grapes']"
12553,"['pip fruit', 'pet care']"
12554,"['whole milk', 'pip fruit']"
12555,"['canned beer', 'misc. beverages', 'long life bakery product']"
12556,"['bottled beer', 'bottled beer']"
12557,"['butter', 'tropical fruit', 'whole milk', 'napkins']"
12558,"['tropical fruit', 'soda', 'butter milk']"
12559,"['root vegetables', 'coffee']"
12560,"['whole milk', 'whipped/sour cream']"
12561,"['processed cheese', 'brown bread', 'house keeping products']"
12562,"['sausage', 'chicken', 'canned beer', 'pip fruit']"
12563,"['beef', 'pasta']"
12564,"['turkey', 'chewing gum']"
12565,"['tropical fruit', 'coffee']"
12566,"['butter milk', 'rolls/buns']"
12567,"['citrus fruit', 'cling film/bags', 'fruit/vegetable juice']"
12568,"['dessert', 'berries', 'newspapers', 'onions']"
12569,"['citrus fruit', 'domestic eggs']"
12570,"['frozen vegetables', 'coffee']"
12571,"['chocolate', 'margarine']"
12572,"['hamburger meat', 'chicken']"
12573,"['citrus fruit', 'root vegetables']"
12574,"['domestic eggs', 'bottled water']"
12575,"['other vegetables', 'rolls/buns']"
12576,"['chicken', 'sugar']"
12577,"['ham', 'curd']"
12578,"['berries', 'frozen vegetables']"
12579,"['yogurt', 'rolls/buns', 'domestic eggs', 'fruit/vegetable juice']"
12580,"['whipped/sour cream', 'seasonal products']"
12581,"['chewing gum', 'curd', 'yogurt']"
12582,"['whole milk', 'soda']"
12583,"['long life bakery product', 'frozen vegetables']"
12584,"['hygiene articles', 'coffee']"
12585,"['brown bread', 'yogurt']"
12586,"['sausage', 'pickled vegetables']"
12587,"['whole milk', 'rolls/buns']"
12588,"['cream cheese ', 'frozen vegetables', 'sugar', 'coffee']"
12589,"['dessert', 'dessert', 'flour']"
12590,"['turkey', 'yogurt']"
12591,"['coffee', 'baking powder']"
12592,"['other vegetables', 'mayonnaise', 'fruit/vegetable juice']"
12593,"['chicken', 'butter']"
12594,"['whole milk', 'whole milk']"
12595,"['other vegetables', 'UHT-milk']"
12596,"['soda', 'semi-finished bread']"
12597,"['shopping bags', 'white wine']"
12598,"['domestic eggs', 'frozen vegetables', 'curd']"
12599,"['sugar', 'whole milk', 'fruit/vegetable juice']"
12600,"['rolls/buns', 'shopping bags']"
12601,"['root vegetables', 'shopping bags']"
12602,"['sausage', 'cream cheese ']"
12603,"['salty snack', 'whole milk']"
12604,"['coffee', 'yogurt']"
12605,"['frankfurter', 'bottled water']"
12606,"['soda', 'yogurt']"
12607,"['butter milk', 'red/blush wine']"
12608,"['beverages', 'whole milk', 'onions']"
12609,"['butter', 'frozen dessert', 'whole milk']"
12610,"['sausage', 'yogurt']"
12611,"['other vegetables', 'domestic eggs', 'long life bakery product']"
12612,"['yogurt', 'curd', 'pastry']"
12613,"['chocolate', 'domestic eggs']"
12614,"['finished products', 'bottled beer']"
12615,"['frozen vegetables', 'butter']"
12616,"['baking powder', 'canned beer', 'specialty chocolate']"
12617,"['whole milk', 'waffles', 'dessert']"
12618,"['whole milk', 'domestic eggs', 'pasta']"
12619,"['pastry', 'brown bread']"
12620,"['meat', 'pork', 'other vegetables', 'other vegetables', 'root vegetables', 'other vegetables', 'pip fruit', 'margarine']"
12621,"['pork', 'house keeping products']"
12622,"['beef', 'rolls/buns', 'seasonal products']"
12623,"['nut snack', 'bottled water']"
12624,"['newspapers', 'cream']"
12625,"['hamburger meat', 'fruit/vegetable juice']"
12626,"['chicken', 'domestic eggs']"
12627,"['sausage', 'domestic eggs', 'sugar']"
12628,"['tropical fruit', 'soda', 'canned beer']"
12629,"['female sanitary products', 'frozen fish']"
12630,"['butter', 'waffles']"
12631,"['pork', 'cereals']"
12632,"['butter', 'rolls/buns']"
12633,"['other vegetables', 'soda', 'rolls/buns']"
12634,"['other vegetables', 'rolls/buns']"
12635,"['whole milk', 'rolls/buns', 'jam', 'red/blush wine']"
12636,"['chicken', 'soda']"
12637,"['pork', 'root vegetables']"
12638,"['yogurt', 'domestic eggs', 'yogurt']"
12639,"['dog food', 'brown bread', 'salty snack']"
12640,"['fruit/vegetable juice', 'whipped/sour cream', 'hygiene articles']"
12641,"['whole milk', 'sliced cheese', 'dish cleaner']"
12642,"['sweet spreads', 'berries', 'butter milk', 'pip fruit', 'soda', 'other vegetables', 'fruit/vegetable juice', 'whole milk']"
12643,"['frankfurter', 'rolls/buns']"
12644,"['vinegar', 'flour']"
12645,"['turkey', 'sugar']"
12646,"['rolls/buns', 'salty snack']"
12647,"['root vegetables', 'berries', 'coffee', 'bottled beer', 'rice']"
12648,"['packaged fruit/vegetables', 'frozen fish']"
12649,"['liquor', 'red/blush wine']"
12650,"['UHT-milk', 'soft cheese']"
12651,"['onions', 'chicken']"
12652,"['specialty chocolate', 'rolls/buns']"
12653,"['bathroom cleaner', 'other vegetables']"
12654,"['fruit/vegetable juice', 'spices']"
12655,"['beef', 'hamburger meat']"
12656,"['ice cream', 'whole milk']"
12657,"['whole milk', 'whipped/sour cream']"
12658,"['other vegetables', 'UHT-milk']"
12659,"['citrus fruit', 'canned fish']"
12660,"['bottled water', 'whipped/sour cream']"
12661,"['chicken', 'citrus fruit', 'turkey', 'whole milk', 'sweet spreads', 'cream cheese ', 'specialty chocolate', 'oil']"
12662,"['meat', 'bottled water', 'abrasive cleaner']"
12663,"['frankfurter', 'margarine']"
12664,"['citrus fruit', 'pip fruit']"
12665,"['white bread', 'curd cheese']"
12666,"['whole milk', 'grapes']"
12667,"['root vegetables', 'baking powder']"
12668,"['soda', 'frozen vegetables', 'cream cheese ']"
12669,"['whole milk', 'rolls/buns']"
12670,"['frozen dessert', 'detergent']"
12671,"['whipped/sour cream', 'coffee']"
12672,"['canned beer', 'brown bread']"
12673,"['frozen fish', 'rolls/buns']"
12674,"['tropical fruit', 'UHT-milk', 'butter milk']"
12675,"['cream cheese ', 'citrus fruit', 'sauces', 'red/blush wine']"
12676,"['sausage', 'canned beer', 'newspapers', 'tropical fruit', 'newspapers']"
12677,"['long life bakery product', 'brown bread']"
12678,"['white wine', 'whole milk']"
12679,"['misc. beverages', 'liquor']"
12680,"['detergent', 'tropical fruit', 'shopping bags', 'soft cheese']"
12681,"['chicken', 'fruit/vegetable juice', 'cake bar']"
12682,"['pork', 'cake bar']"
12683,"['frankfurter', 'soda']"
12684,"['margarine', 'beverages']"
12685,"['whole milk', 'coffee', 'soft cheese']"
12686,"['butter', 'citrus fruit']"
12687,"['UHT-milk', 'specialty cheese']"
12688,"['canned fish', 'salty snack']"
12689,"['pork', 'napkins']"
12690,"['hamburger meat', 'hygiene articles', 'soda', 'tropical fruit']"
12691,"['meat spreads', 'shopping bags']"
12692,"['packaged fruit/vegetables', 'specialty bar', 'whipped/sour cream']"
12693,"['instant coffee', 'chewing gum']"
12694,"['other vegetables', 'margarine', 'other vegetables']"
12695,"['pork', 'other vegetables']"
12696,"['ham', 'whole milk', 'shopping bags']"
12697,"['whole milk', 'coffee']"
12698,"['fruit/vegetable juice', 'herbs', 'dishes']"
12699,"['curd', 'detergent']"
12700,"['other vegetables', 'berries']"
12701,"['pork', 'cream cheese ', 'yogurt']"
12702,"['pastry', 'brown bread']"
12703,"['beef', 'misc. beverages']"
12704,"['ham', 'candy']"
12705,"['ham', 'whole milk', 'whole milk', 'soda']"
12706,"['beef', 'salt']"
12707,"['roll products ', 'shopping bags']"
12708,"['pastry', 'yogurt']"
12709,"['whipped/sour cream', 'onions', 'other vegetables', 'yogurt', 'rolls/buns']"
12710,"['rolls/buns', 'dessert']"
12711,"['root vegetables', 'shopping bags']"
12712,"['oil', 'soda']"
12713,"['other vegetables', 'salt']"
12714,"['specialty chocolate', 'long life bakery product']"
12715,"['curd', 'salty snack']"
12716,"['onions', 'canned beer']"
12717,"['beverages', 'whole milk']"
12718,"['rolls/buns', 'shopping bags']"
12719,"['pet care', 'butter milk']"
12720,"['bottled water', 'whipped/sour cream']"
12721,"['sausage', 'bottled beer', 'bottled water']"
12722,"['bottled beer', 'ice cream']"
12723,"['butter', 'hygiene articles']"
12724,"['cream cheese ', 'coffee']"
12725,"['meat', 'newspapers', 'cleaner']"
12726,"['canned beer', 'yogurt']"
12727,"['butter', 'pastry', 'other vegetables', 'other vegetables']"
12728,"['frankfurter', 'other vegetables']"
12729,"['tropical fruit', 'other vegetables']"
12730,"['tropical fruit', 'dental care']"
12731,"['candy', 'coffee']"
12732,"['other vegetables', 'brown bread', 'flower (seeds)']"
12733,"['root vegetables', 'cream cheese ']"
12734,"['soda', 'bottled water', 'whole milk', 'other vegetables', 'hygiene articles']"
12735,"['frankfurter', 'curd cheese', 'chocolate', 'pastry', 'soda']"
12736,"['domestic eggs', 'whole milk', 'artif. sweetener']"
12737,"['other vegetables', 'newspapers']"
12738,"['hard cheese', 'dessert']"
12739,"['pip fruit', 'soda']"
12740,"['sugar', 'shopping bags']"
12741,"['pork', 'cream cheese ']"
12742,"['canned beer', 'ice cream']"
12743,"['tropical fruit', 'chewing gum']"
12744,"['misc. beverages', 'liquor (appetizer)']"
12745,"['berries', 'domestic eggs']"
12746,"['soda', 'bottled water']"
12747,"['pip fruit', 'frozen fish']"
12748,"['shopping bags', 'misc. beverages']"
12749,"['whole milk', 'white bread', 'cream cheese ']"
12750,"['pork', 'butter']"
12751,"['domestic eggs', 'bottled water', 'kitchen towels']"
12752,"['UHT-milk', 'brown bread', 'whole milk', 'ice cream']"
12753,"['hygiene articles', 'dessert']"
12754,"['ice cream', 'salty snack']"
12755,"['rolls/buns', 'candy', 'onions']"
12756,"['whole milk', 'curd', 'bottled beer', 'newspapers']"
12757,"['meat', 'pip fruit', 'beverages', 'soda']"
12758,"['ham', 'curd']"
12759,"['sausage', 'frozen vegetables']"
12760,"['specialty chocolate', 'shopping bags']"
12761,"['root vegetables', 'napkins']"
12762,"['UHT-milk', 'canned vegetables']"
12763,"['sausage', 'napkins']"
12764,"['frozen vegetables', 'curd', 'rolls/buns']"
12765,"['bottled beer', 'beverages']"
12766,"['nuts/prunes', 'margarine']"
12767,"['hamburger meat', 'spread cheese', 'pasta']"
12768,"['whipped/sour cream', 'shopping bags', 'bottled water']"
12769,"['rolls/buns', 'beef']"
12770,"['soda', 'newspapers']"
12771,"['tropical fruit', 'bottled beer']"
12772,"['pip fruit', 'whipped/sour cream']"
12773,"['bottled water', 'other vegetables']"
12774,"['other vegetables', 'coffee']"
12775,"['other vegetables', 'yogurt', 'pastry']"
12776,"['whole milk', 'whipped/sour cream']"
12777,"['candy', 'margarine', 'butter']"
12778,"['finished products', 'whole milk']"
12779,"['other vegetables', 'other vegetables']"
12780,"['pastry', 'white bread']"
12781,"['brown bread', 'newspapers']"
12782,"['sausage', 'sausage', 'tropical fruit', 'pip fruit']"
12783,"['chicken', 'fruit/vegetable juice']"
12784,"['ham', 'tropical fruit', 'frozen meals', 'sparkling wine']"
12785,"['grapes', 'canned beer', 'frozen dessert', 'sugar', 'detergent']"
12786,"['whipped/sour cream', 'rolls/buns']"
12787,"['whole milk', 'long life bakery product']"
12788,"['ham', 'processed cheese']"
12789,"['nuts/prunes', 'long life bakery product']"
12790,"['other vegetables', 'citrus fruit']"
12791,"['rolls/buns', 'red/blush wine']"
12792,"['whole milk', 'bottled water']"
12793,"['coffee', 'frozen potato products']"
12794,"['pip fruit', 'bottled water']"
12795,"['berries', 'bottled water', 'curd', 'shopping bags']"
12796,"['pip fruit', 'brown bread']"
12797,"['beef', 'ketchup', 'pork', 'hygiene articles']"
12798,"['newspapers', 'red/blush wine']"
12799,"['margarine', 'herbs']"
12800,"['butter milk', 'whole milk']"
12801,"['berries', 'pip fruit']"
12802,"['oil', 'cake bar']"
12803,"['pip fruit', 'pastry', 'Instant food products']"
12804,"['bottled beer', 'whole milk']"
12805,"['tropical fruit', 'curd']"
12806,"['whole milk', 'ice cream']"
12807,"['coffee', 'UHT-milk']"
12808,"['soda', 'bathroom cleaner']"
12809,"['turkey', 'salt']"
12810,"['frankfurter', 'pet care']"
12811,"['tropical fruit', 'sausage', 'root vegetables', 'spread cheese']"
12812,"['zwieback', 'white bread']"
12813,"['other vegetables', 'coffee']"
12814,"['pork', 'citrus fruit']"
12815,"['sausage', 'sugar']"
12816,"['grapes', 'rolls/buns', 'pot plants']"
12817,"['frozen meals', 'rolls/buns', 'tropical fruit', 'curd']"
12818,"['sausage', 'whipped/sour cream']"
12819,"['rolls/buns', 'pip fruit', 'margarine']"
12820,"['citrus fruit', 'cream cheese ']"
12821,"['bottled beer', 'hamburger meat', 'other vegetables']"
12822,"['brown bread', 'rolls/buns', 'processed cheese']"
12823,"['whole milk', 'soda', 'soda']"
12824,"['salty snack', 'whole milk']"
12825,"['beverages', 'pastry']"
12826,"['chicken', 'whole milk', 'butter', 'soda']"
12827,"['root vegetables', 'butter']"
12828,"['tropical fruit', 'salty snack']"
12829,"['sausage', 'candy']"
12830,"['canned beer', 'coffee']"
12831,"['whole milk', 'female sanitary products']"
12832,"['whole milk', 'grapes']"
12833,"['whole milk', 'curd', 'hygiene articles']"
12834,"['sausage', 'tea']"
12835,"['other vegetables', 'cream cheese ', 'yogurt', 'yogurt', 'whole milk', 'waffles', 'curd', 'fruit/vegetable juice']"
12836,"['bottled water', 'margarine']"
12837,"['beef', 'mayonnaise']"
12838,"['other vegetables', 'rolls/buns']"
12839,"['chewing gum', 'coffee', 'napkins', 'brown bread']"
12840,"['tropical fruit', 'chocolate']"
12841,"['domestic eggs', 'butter', 'beverages']"
12842,"['beef', 'shopping bags']"
12843,"['salty snack', 'bottled beer']"
12844,"['domestic eggs', 'newspapers']"
12845,"['root vegetables', 'flour']"
12846,"['white bread', 'canned beer']"
12847,"['other vegetables', 'hygiene articles']"
12848,"['whipped/sour cream', 'oil']"
12849,"['beef', 'specialty chocolate']"
12850,"['pastry', 'chewing gum']"
12851,"['pork', 'hard cheese']"
12852,"['hamburger meat', 'root vegetables']"
12853,"['other vegetables', 'napkins']"
12854,"['beverages', 'hamburger meat', 'other vegetables', 'canned beer']"
12855,"['pork', 'soft cheese', 'rolls/buns', 'butter milk', 'butter']"
12856,"['domestic eggs', 'frozen fish']"
12857,"['butter', 'tropical fruit']"
12858,"['whole milk', 'ice cream', 'turkey', 'artif. sweetener']"
12859,"['rolls/buns', 'rolls/buns']"
12860,"['butter milk', 'newspapers']"
12861,"['sparkling wine', 'root vegetables']"
12862,"['whipped/sour cream', 'yogurt']"
12863,"['chicken', 'root vegetables']"
12864,"['other vegetables', 'newspapers']"
12865,"['rolls/buns', 'fruit/vegetable juice']"
12866,"['grapes', 'soda']"
12867,"['citrus fruit', 'bottled beer', 'rolls/buns', 'hygiene articles', 'softener']"
12868,"['newspapers', 'fruit/vegetable juice', 'waffles']"
12869,"['butter', 'bottled beer']"
12870,"['packaged fruit/vegetables', 'dishes']"
12871,"['soda', 'curd']"
12872,"['citrus fruit', 'baking powder']"
12873,"['pastry', 'pet care', 'margarine']"
12874,"['berries', 'other vegetables', 'fruit/vegetable juice', 'whole milk', 'specialty bar']"
12875,"['pork', 'processed cheese']"
12876,"['whole milk', 'whipped/sour cream']"
12877,"['other vegetables', 'whole milk']"
12878,"['frozen meals', 'brown bread', 'dishes']"
12879,"['other vegetables', 'whole milk']"
12880,"['soda', 'root vegetables', 'fruit/vegetable juice']"
12881,"['frozen meals', 'pasta', 'curd']"
12882,"['bottled water', 'canned beer']"
12883,"['sausage', 'rolls/buns', 'UHT-milk', 'onions']"
12884,"['other vegetables', 'long life bakery product', 'pastry']"
12885,"['berries', 'other vegetables']"
12886,"['yogurt', 'whole milk']"
12887,"['canned beer', 'flour']"
12888,"['frozen fish', 'sausage', 'chocolate', 'rolls/buns']"
12889,"['flower (seeds)', 'domestic eggs']"
12890,"['rolls/buns', 'light bulbs', 'long life bakery product']"
12891,"['rolls/buns', 'butter']"
12892,"['frankfurter', 'tropical fruit']"
12893,"['citrus fruit', 'curd']"
12894,"['UHT-milk', 'whole milk', 'herbs']"
12895,"['herbs', 'grapes', 'butter']"
12896,"['other vegetables', 'fruit/vegetable juice']"
12897,"['curd', 'salty snack']"
12898,"['root vegetables', 'brown bread']"
12899,"['citrus fruit', 'frankfurter', 'coffee', 'UHT-milk', 'candy', 'fruit/vegetable juice']"
12900,"['beef', 'condensed milk']"
12901,"['UHT-milk', 'condensed milk', 'pastry']"
12902,"['bottled beer', 'rolls/buns']"
12903,"['cream cheese ', 'fruit/vegetable juice']"
12904,"['pastry', 'pork']"
12905,"['pork', 'other vegetables']"
12906,"['rolls/buns', 'oil']"
12907,"['sausage', 'frozen vegetables', 'specialty vegetables']"
12908,"['whole milk', 'whole milk']"
12909,"['pip fruit', 'whole milk', 'napkins']"
12910,"['pork', 'brown bread']"
12911,"['yogurt', 'yogurt']"
12912,"['hamburger meat', 'rolls/buns']"
12913,"['chicken', 'soda']"
12914,"['oil', 'bottled water', 'oil']"
12915,"['citrus fruit', 'soda']"
12916,"['shopping bags', 'soda']"
12917,"['margarine', 'rolls/buns']"
12918,"['root vegetables', 'canned fish']"
12919,"['yogurt', 'curd']"
12920,"['root vegetables', 'soda']"
12921,"['sausage', 'Instant food products']"
12922,"['turkey', 'whole milk']"
12923,"['specialty bar', 'soda']"
12924,"['sugar', 'coffee', 'cream cheese ', 'bottled water']"
12925,"['bottled water', 'margarine', 'onions', 'other vegetables', 'whole milk']"
12926,"['soda', 'other vegetables', 'dishes']"
12927,"['bottled beer', 'dessert', 'cling film/bags']"
12928,"['fruit/vegetable juice', 'rolls/buns', 'packaged fruit/vegetables', 'ice cream', 'rolls/buns', 'pasta', 'margarine', 'pip fruit']"
12929,"['pork', 'cereals']"
12930,"['seasonal products', 'white bread', 'specialty chocolate', 'soda']"
12931,"['pip fruit', 'spread cheese']"
12932,"['sausage', 'hamburger meat', 'white bread']"
12933,"['yogurt', 'other vegetables']"
12934,"['bottled water', 'beverages']"
12935,"['whole milk', 'rolls/buns']"
12936,"['tropical fruit', 'soda', 'frozen meals']"
12937,"['meat', 'sliced cheese']"
12938,"['root vegetables', 'canned beer', 'dessert', 'chewing gum']"
12939,"['pastry', 'red/blush wine']"
12940,"['tropical fruit', 'white wine']"
12941,"['cake bar', 'white bread', 'newspapers']"
12942,"['newspapers', 'white bread']"
12943,"['tropical fruit', 'grapes']"
12944,"['bottled water', 'yogurt', 'rolls/buns', 'newspapers', 'frozen dessert', 'rolls/buns']"
12945,"['domestic eggs', 'citrus fruit']"
12946,"['frankfurter', 'pickled vegetables']"
12947,"['chewing gum', 'misc. beverages']"
12948,"['beef', 'flour']"
12949,"['pork', 'liver loaf', 'canned beer', 'whole milk']"
12950,"['pip fruit', 'bottled beer']"
12951,"['decalcifier', 'root vegetables']"
12952,"['pastry', 'sugar']"
12953,"['oil', 'hard cheese']"
12954,"['sausage', 'butter']"
12955,"['other vegetables', 'soda']"
12956,"['sausage', 'ice cream']"
12957,"['rolls/buns', 'coffee']"
12958,"['candy', 'other vegetables']"
12959,"['beverages', 'chewing gum', 'rolls/buns']"
12960,"['specialty chocolate', 'frozen potato products']"
12961,"['onions', 'soda']"
12962,"['citrus fruit', 'yogurt']"
12963,"['whole milk', 'soda']"
12964,"['yogurt', 'whole milk', 'ham', 'citrus fruit', 'frozen vegetables', 'whole milk']"
12965,"['white bread', 'UHT-milk']"
12966,"['meat', 'soda']"
12967,"['frozen vegetables', 'berries', 'whole milk', 'candy']"
12968,"['other vegetables', 'pork', 'newspapers']"
12969,"['bottled water', 'soft cheese', 'dishes', 'chocolate']"
12970,"['onions', 'bottled water', 'sliced cheese']"
12971,"['pork', 'brown bread']"
12972,"['sausage', 'baking powder', 'canned beer', 'brandy', 'white bread', 'curd', 'bottled beer', 'canned beer']"
12973,"['pork', 'curd']"
12974,"['fish', 'root vegetables', 'chocolate']"
12975,"['root vegetables', 'tropical fruit']"
12976,"['brown bread', 'liquor']"
12977,"['tropical fruit', 'rolls/buns']"
12978,"['frozen meals', 'other vegetables']"
12979,"['onions', 'whipped/sour cream', 'red/blush wine']"
12980,"['canned beer', 'whole milk', 'frozen vegetables', 'cream cheese ', 'spread cheese']"
12981,"['whole milk', 'cream cheese ']"
12982,"['whole milk', 'yogurt', 'sliced cheese']"
12983,"['pet care', 'mustard']"
12984,"['coffee', 'butter']"
12985,"['cake bar', 'Instant food products']"
12986,"['bottled beer', 'other vegetables']"
12987,"['pork', 'pork', 'rolls/buns', 'sparkling wine']"
12988,"['specialty bar', 'canned beer']"
12989,"['hamburger meat', 'tropical fruit', 'cat food', 'whole milk', 'artif. sweetener', 'packaged fruit/vegetables']"
12990,"['butter milk', 'fruit/vegetable juice']"
12991,"['pastry', 'brown bread']"
12992,"['whole milk', 'canned beer', 'specialty bar', 'sugar', 'detergent']"
12993,"['bottled water', 'yogurt']"
12994,"['other vegetables', 'misc. beverages']"
12995,"['butter milk', 'whole milk', 'brandy']"
12996,"['other vegetables', 'newspapers', 'chewing gum', 'dessert']"
12997,"['hamburger meat', 'whole milk', 'whipped/sour cream']"
12998,"['UHT-milk', 'whole milk', 'newspapers', 'domestic eggs']"
12999,"['soda', 'bottled water', 'seasonal products']"
13000,"['roll products ', 'rice']"
13001,"['brown bread', 'waffles']"
13002,"['semi-finished bread', 'margarine', 'butter']"
13003,"['rolls/buns', 'soda']"
13004,"['rolls/buns', 'rolls/buns']"
13005,"['misc. beverages', 'chocolate']"
13006,"['frankfurter', 'rolls/buns', 'jam']"
13007,"['frozen meals', 'fruit/vegetable juice']"
13008,"['brown bread', 'brown bread']"
13009,"['dishes', 'shopping bags', 'hard cheese', 'other vegetables']"
13010,"['jam', 'cream cheese ']"
13011,"['hamburger meat', 'whole milk', 'rolls/buns', 'yogurt', 'frozen vegetables']"
13012,"['other vegetables', 'whole milk']"
13013,"['canned vegetables', 'chocolate marshmallow']"
13014,"['whipped/sour cream', 'canned fish']"
13015,"['shopping bags', 'bottled water']"
13016,"['rolls/buns', 'pork']"
13017,"['beef', 'canned beer', 'margarine']"
13018,"['root vegetables', 'beef', 'whole milk', 'curd']"
